"ano","ubigeo","conglome","vivienda","hogar","codperso","dominio","estrato","sexo","p208a","estciv","lengua","ultani","razest","trabsp","catocu","tipcon","otrtra","interh","id_individuo","edad"
2022,40129,5559,232,11,3,6,1,"Hombre",22,6,4,10,3,"Sí",3,2,"No","Sí","040129_005559_232_11_03",22
2022,40129,5559,232,11,4,6,1,"Mujer",19,6,4,9,NA,"No",NA,NA,NA,"Sí","040129_005559_232_11_04",19
2022,40122,5570,89,11,3,6,1,"Hombre",24,6,4,10,2,"No",3,2,"No","Sí","040122_005570_089_11_03",24
2022,40122,5570,89,11,4,6,1,"Hombre",22,6,4,9,6,"No",5,7,"No","Sí","040122_005570_089_11_04",22
2022,40122,5570,109,11,3,6,1,"Hombre",22,6,4,8,NA,"No",NA,NA,NA,"Sí","040122_005570_109_11_03",22
2022,40122,5570,109,11,4,6,1,"Hombre",20,6,4,8,3,"No",NA,NA,NA,"Sí","040122_005570_109_11_04",20
2022,40413,5591,65,11,4,3,5,"Hombre",20,6,4,6,1,"No",5,7,"No","Sí","040413_005591_065_11_04",20
NA,40413,5591,65,11,5,3,5,"Mujer",22,6,NA,NA,NA,NA,NA,NA,NA,NA,"040413_005591_065_11_05",22
2022,40413,5591,100,11,3,3,5,"Hombre",18,6,1,6,1,"No",5,7,"No","No","040413_005591_100_11_03",18
NA,40413,5591,100,11,5,3,5,"Mujer",21,1,NA,NA,NA,NA,NA,NA,NA,NA,"040413_005591_100_11_05",21
2022,40608,5655,273,11,6,6,7,"Mujer",22,6,4,6,2,"Sí",3,7,"No","Sí","040608_005655_273_11_06",22
2022,40608,5655,275,11,2,6,7,"Hombre",19,6,4,9,6,"No",NA,NA,NA,"Sí","040608_005655_275_11_02",19
2022,50101,5692,7,11,3,5,2,"Mujer",20,6,4,7,6,"Sí",3,7,"No","Sí","050101_005692_007_11_03",20
2022,50101,5692,23,11,2,5,2,"Mujer",27,1,4,6,NA,"Sí",6,7,"No","Sí","050101_005692_023_11_02",27
2022,50101,5692,80,11,3,5,2,"Hombre",27,6,4,9,NA,"Sí",5,7,"No","Sí","050101_005692_080_11_03",27
2022,50101,5692,80,11,4,5,2,"Mujer",27,5,4,9,NA,"Sí",3,5,"No","Sí","050101_005692_080_11_04",27
2022,50101,5692,97,11,1,5,2,"Hombre",27,1,1,8,NA,"Sí",4,7,"No","Sí","050101_005692_097_11_01",27
2022,50101,5692,97,11,2,5,2,"Mujer",25,1,1,8,NA,"Sí",3,7,"No","Sí","050101_005692_097_11_02",25
2022,50602,5829,67,11,3,5,7,"Mujer",18,6,1,6,3,"Sí",5,7,"No","No","050602_005829_067_11_03",18
2022,60401,5893,22,11,2,4,5,"Hombre",18,6,4,6,11,"No",NA,NA,NA,"No","060401_005893_022_11_02",18
2022,60401,5893,78,11,3,4,5,"Hombre",21,6,4,9,6,"No",NA,NA,NA,"Sí","060401_005893_078_11_03",21
2022,61004,6011,16,11,3,4,6,"Hombre",28,6,4,4,NA,"Sí",4,7,"Sí","Sí","061004_006011_016_11_03",28
2022,61004,6011,16,11,4,4,6,"Mujer",20,6,4,6,NA,"Sí",5,7,"Sí","Sí","061004_006011_016_11_04",20
2022,61004,6011,16,11,5,4,6,"Mujer",18,6,4,6,NA,"Sí",5,7,"Sí","Sí","061004_006011_016_11_05",18
2022,70106,6032,41,11,5,8,1,"Mujer",22,6,4,7,6,"No",NA,NA,NA,"Sí","070106_006032_041_11_05",22
2022,70106,6032,41,11,10,8,1,"Mujer",29,5,4,6,NA,"Sí",4,1,"No","Sí","070106_006032_041_11_10",29
2022,70106,6032,57,11,3,8,1,"Mujer",21,6,4,9,6,"No",NA,NA,NA,"Sí","070106_006032_057_11_03",21
2022,70106,6032,57,11,4,8,1,"Mujer",19,6,4,9,6,"No",NA,NA,NA,"Sí","070106_006032_057_11_04",19
2022,70106,6032,87,11,3,8,1,"Hombre",27,6,4,6,NA,"Sí",3,2,"No","Sí","070106_006032_087_11_03",27
2022,70106,6032,87,11,4,8,1,"Hombre",25,6,4,7,NA,"Sí",4,7,"No","Sí","070106_006032_087_11_04",25
2022,70102,6092,123,11,2,8,1,"Mujer",28,1,4,8,NA,"Sí",3,7,"No","Sí","070102_006092_123_11_02",28
2022,70102,6092,123,11,5,8,1,"Mujer",24,1,4,10,3,"Sí",6,7,"No","Sí","070102_006092_123_11_05",24
2022,70102,6092,123,11,6,8,1,"Hombre",25,1,4,8,NA,"Sí",3,7,"No","Sí","070102_006092_123_11_06",25
2022,70102,6092,232,11,3,8,1,"Mujer",27,6,4,9,NA,"Sí",3,7,"No","Sí","070102_006092_232_11_03",27
2022,70102,6099,19,11,2,8,1,"Hombre",21,6,4,7,2,"Sí",3,5,"No","Sí","070102_006099_019_11_02",21
2022,70102,6099,49,11,3,8,1,"Mujer",22,6,4,9,NA,"Sí",3,7,"No","Sí","070102_006099_049_11_03",22
2022,70102,6099,49,11,4,8,1,"Mujer",20,6,4,9,NA,"Sí",3,7,"No","Sí","070102_006099_049_11_04",20
2022,80105,6193,38,11,2,6,2,"Mujer",24,6,4,8,2,"Sí",3,5,"No","No","080105_006193_038_11_02",24
2022,80108,6201,115,11,3,6,2,"Mujer",29,6,4,10,NA,"Sí",3,5,"No","Sí","080108_006201_115_11_03",29
2022,80108,6201,173,11,2,6,2,"Mujer",22,6,4,9,6,"No",NA,NA,NA,"Sí","080108_006201_173_11_02",22
2022,80108,6201,211,11,3,6,2,"Hombre",25,6,4,8,NA,"No",NA,NA,NA,"Sí","080108_006201_211_11_03",25
2022,80901,6230,5,11,3,7,4,"Mujer",27,6,4,10,NA,"Sí",3,7,"No","Sí","080901_006230_005_11_03",27
2022,80901,6230,5,11,4,7,4,"Mujer",26,6,4,10,NA,"Sí",3,7,"No","Sí","080901_006230_005_11_04",26
2022,80901,6230,5,11,5,7,4,"Hombre",19,6,4,9,6,"No",NA,NA,NA,"Sí","080901_006230_005_11_05",19
2022,80901,6230,45,11,3,7,4,"Hombre",23,6,4,9,6,"No",NA,NA,NA,"Sí","080901_006230_045_11_03",23
2022,80901,6230,82,11,1,7,4,"Mujer",27,1,4,10,NA,"No",NA,NA,NA,"Sí","080901_006230_082_11_01",27
2022,80901,6230,106,11,1,7,4,"Hombre",29,1,4,7,NA,"Sí",2,NA,"Sí","Sí","080901_006230_106_11_01",29
2022,80901,6230,106,11,2,7,4,"Mujer",29,1,4,6,NA,"Sí",3,2,"No","Sí","080901_006230_106_11_02",29
2022,90306,6483,27,11,3,5,7,"Hombre",18,6,1,9,6,"Sí",4,2,"No","No","090306_006483_027_11_03",18
NA,90306,6483,276,11,4,5,7,"Mujer",26,1,NA,NA,NA,NA,NA,NA,NA,NA,"090306_006483_276_11_04",26
NA,90306,6483,276,11,5,5,7,"Hombre",26,1,NA,NA,NA,NA,NA,NA,NA,NA,"090306_006483_276_11_05",26
2022,100402,6571,71,11,2,5,7,"Hombre",19,6,1,6,2,"Sí",4,7,"No","No","100402_006571_071_11_02",19
2022,100402,6571,153,11,1,5,7,"Hombre",24,1,1,6,2,"Sí",2,NA,"No","No","100402_006571_153_11_01",24
2022,100402,6571,153,11,2,5,7,"Mujer",20,1,1,6,5,"Sí",5,7,"No","No","100402_006571_153_11_02",20
2022,110201,6769,20,11,2,2,2,"Mujer",24,1,4,6,5,"No",5,7,"No","Sí","110201_006769_020_11_02",24
2022,110201,6769,64,11,4,2,2,"Mujer",21,6,4,12,11,"No",5,7,"No","Sí","110201_006769_064_11_04",21
2022,110201,6769,64,11,5,2,2,"Mujer",20,6,4,8,3,"No",5,7,"No","Sí","110201_006769_064_11_05",20
2022,110201,6769,191,11,8,2,2,"Hombre",20,6,4,9,6,"No",NA,NA,NA,"Sí","110201_006769_191_11_08",20
2022,110503,6807,53,11,3,2,5,"Hombre",18,6,4,6,11,"No",NA,NA,NA,"No","110503_006807_053_11_03",18
2022,110503,6807,53,11,4,2,5,"Mujer",18,6,4,6,2,"Sí",4,2,"No","No","110503_006807_053_11_04",18
2022,110503,6807,79,11,2,2,5,"Mujer",23,6,4,10,2,"Sí",3,2,"No","Sí","110503_006807_079_11_02",23
2022,120114,6893,72,11,3,5,2,"Mujer",22,6,4,10,3,"No",NA,NA,NA,"Sí","120114_006893_072_11_03",22
2022,120114,6893,72,11,4,5,2,"Mujer",19,6,4,9,6,"Sí",3,7,"No","Sí","120114_006893_072_11_04",19
2022,120114,6893,126,11,2,5,2,"Hombre",28,6,4,9,NA,"Sí",3,2,"No","Sí","120114_006893_126_11_02",28
2022,120201,6975,65,11,3,5,5,"Hombre",19,6,4,9,6,"No",NA,NA,NA,"Sí","120201_006975_065_11_03",19
2022,120404,7031,60,11,3,5,6,"Mujer",19,6,4,6,3,"No",NA,NA,NA,"No","120404_007031_060_11_03",19
2022,120404,7031,117,11,3,5,6,"Mujer",18,6,4,7,6,"Sí",5,7,"No","Sí","120404_007031_117_11_03",18
2022,120404,7031,132,11,2,5,6,"Mujer",26,6,4,10,NA,"Sí",5,7,"No","No","120404_007031_132_11_02",26
2022,130207,7195,26,11,3,1,5,"Hombre",20,6,4,6,11,"No",NA,NA,NA,"Sí","130207_007195_026_11_03",20
2022,130207,7195,105,11,3,1,5,"Mujer",27,6,4,6,NA,"No",NA,NA,NA,"No","130207_007195_105_11_03",27
2022,131103,7243,39,11,3,4,7,"Hombre",18,6,4,6,3,"Sí",4,7,"No","No","131103_007243_039_11_03",18
2022,131103,7243,39,11,4,4,7,"Hombre",25,1,4,5,NA,"Sí",4,7,"No","No","131103_007243_039_11_04",25
2022,131103,7243,39,11,5,4,7,"Mujer",22,1,4,9,1,"No",NA,NA,NA,"No","131103_007243_039_11_05",22
2022,140101,7322,46,11,3,1,2,"Hombre",24,6,4,9,2,"Sí",3,2,"No","Sí","140101_007322_046_11_03",24
2022,140101,7322,93,11,3,1,2,"Hombre",22,6,4,7,1,"Sí",4,7,"No","Sí","140101_007322_093_11_03",22
2022,140101,7322,93,11,4,1,2,"Mujer",18,6,4,6,1,"No",NA,NA,NA,"Sí","140101_007322_093_11_04",18
2022,140101,7322,154,11,3,1,2,"Hombre",19,6,4,9,6,"No",NA,NA,NA,"Sí","140101_007322_154_11_03",19
2022,140101,7326,120,11,3,1,2,"Hombre",26,6,4,9,NA,"Sí",5,7,"No","Sí","140101_007326_120_11_03",26
2022,140101,7326,120,11,4,1,2,"Hombre",20,6,4,6,3,"No",NA,NA,NA,"Sí","140101_007326_120_11_04",20
2022,140101,7326,140,11,3,1,2,"Hombre",18,6,4,9,6,"No",NA,NA,NA,"Sí","140101_007326_140_11_03",18
2022,140101,7326,140,11,4,1,2,"Mujer",27,6,4,8,NA,"Sí",3,2,"No","Sí","140101_007326_140_11_04",27
2022,140101,7326,198,11,2,1,2,"Mujer",29,1,4,10,NA,"No",NA,NA,NA,"Sí","140101_007326_198_11_02",29
2022,140105,7339,12,12,2,1,2,"Mujer",26,6,4,6,NA,"Sí",2,NA,"No","Sí","140105_007339_012_12_02",26
2022,140105,7339,12,12,4,1,2,"Mujer",25,5,4,8,NA,"Sí",3,7,"No","Sí","140105_007339_012_12_04",25
2022,140105,7339,47,11,4,1,2,"Hombre",21,6,4,6,1,"No",NA,NA,NA,"Sí","140105_007339_047_11_04",21
2022,140105,7339,63,11,4,1,2,"Hombre",18,6,4,6,1,"Sí",2,NA,"No","Sí","140105_007339_063_11_04",18
2022,140105,7339,63,11,8,1,2,"Mujer",27,1,4,6,NA,"No",NA,NA,NA,"Sí","140105_007339_063_11_08",27
2022,140105,7339,100,11,6,1,2,"Mujer",24,6,4,9,6,"Sí",3,7,"No","Sí","140105_007339_100_11_06",24
2022,140105,7339,117,11,2,1,2,"Hombre",20,6,4,9,NA,"No",NA,NA,NA,"Sí","140105_007339_117_11_02",20
2022,140105,7339,117,11,4,1,2,"Mujer",21,6,4,9,NA,"No",NA,NA,NA,"Sí","140105_007339_117_11_04",21
2022,140112,7410,18,11,2,1,4,"Hombre",28,5,4,9,NA,"Sí",2,NA,"No","No","140112_007410_018_11_02",28
2022,140112,7410,32,11,1,1,4,"Mujer",24,6,4,9,NA,"No",2,NA,"No","Sí","140112_007410_032_11_01",24
2022,140112,7410,45,11,1,1,4,"Hombre",23,6,4,9,2,"Sí",3,2,"No","Sí","140112_007410_045_11_01",23
2022,140102,7477,41,11,4,1,7,"Hombre",28,6,4,8,NA,"Sí",4,7,"No","Sí","140102_007477_041_11_04",28
2022,150106,7492,6,11,3,8,1,"Mujer",18,6,4,7,NA,"Sí",3,7,"No","Sí","150106_007492_006_11_03",18
2022,150106,7492,134,11,3,8,1,"Hombre",20,6,4,9,1,"Sí",4,7,"No","Sí","150106_007492_134_11_03",20
2022,150135,7521,160,11,2,8,1,"Mujer",26,6,4,10,NA,"Sí",3,1,"No","Sí","150135_007521_160_11_02",26
2022,150135,7521,229,11,3,8,1,"Mujer",22,6,4,9,6,"No",NA,NA,NA,"Sí","150135_007521_229_11_03",22
2022,150117,7541,5,11,3,8,1,"Mujer",22,6,4,7,NA,"Sí",2,NA,"No","Sí","150117_007541_005_11_03",22
2022,150117,7541,5,11,4,8,1,"Mujer",19,6,4,7,6,"No",NA,NA,NA,"Sí","150117_007541_005_11_04",19
2022,150117,7541,62,11,3,8,1,"Hombre",25,6,4,10,NA,"Sí",3,7,"No","Sí","150117_007541_062_11_03",25
2022,150117,7544,5,11,3,8,1,"Hombre",20,6,4,6,3,"No",NA,NA,NA,"Sí","150117_007544_005_11_03",20
2022,150117,7544,37,11,2,8,1,"Hombre",29,6,4,8,NA,"Sí",3,2,"No","Sí","150117_007544_037_11_02",29
2022,150117,7544,37,11,3,8,1,"Hombre",25,6,4,9,NA,"Sí",3,5,"No","Sí","150117_007544_037_11_03",25
2022,150117,7544,106,11,3,8,1,"Hombre",28,6,4,9,NA,"Sí",2,NA,"No","Sí","150117_007544_106_11_03",28
2022,150117,7544,106,11,4,8,1,"Mujer",27,2,4,6,NA,"Sí",3,7,"No","Sí","150117_007544_106_11_04",27
2022,150117,7544,139,11,3,8,1,"Hombre",19,6,4,6,1,"No",NA,NA,NA,"No","150117_007544_139_11_03",19
2022,150110,7572,8,11,6,8,1,"Hombre",18,6,4,6,1,"No",NA,NA,NA,"Sí","150110_007572_008_11_06",18
2022,150110,7572,45,11,1,8,1,"Mujer",28,6,4,6,NA,"Sí",3,7,"No","Sí","150110_007572_045_11_01",28
2022,150110,7572,101,11,3,8,1,"Hombre",29,6,4,9,NA,"Sí",2,NA,"No","Sí","150110_007572_101_11_03",29
2022,150110,7572,101,11,4,8,1,"Mujer",22,6,4,10,NA,"Sí",3,5,"No","Sí","150110_007572_101_11_04",22
2022,150121,7754,118,11,5,8,1,"Mujer",26,6,4,8,NA,"Sí",2,NA,"Sí","Sí","150121_007754_118_11_05",26
2022,150130,7831,54,11,2,8,1,"Mujer",26,6,4,9,NA,"Sí",3,2,"No","Sí","150130_007831_054_11_02",26
2022,150130,7831,80,11,3,8,1,"Hombre",26,6,4,8,NA,"Sí",3,5,"No","Sí","150130_007831_080_11_03",26
2022,150130,7831,80,11,4,8,1,"Hombre",23,6,4,8,11,"No",NA,NA,NA,"Sí","150130_007831_080_11_04",23
2022,150131,7837,7,11,2,8,1,"Mujer",24,6,4,9,NA,"No",NA,NA,NA,"Sí","150131_007837_007_11_02",24
2022,150131,7837,46,11,2,8,1,"Mujer",24,6,4,10,3,"No",NA,NA,NA,"Sí","150131_007837_046_11_02",24
2022,150131,7837,46,11,3,8,1,"Hombre",21,6,4,9,3,"No",NA,NA,NA,"Sí","150131_007837_046_11_03",21
2022,150131,7837,182,11,2,8,1,"Hombre",28,6,4,7,NA,"Sí",3,7,"No","Sí","150131_007837_182_11_02",28
NA,150142,7937,73,11,3,8,1,"Hombre",20,1,NA,NA,NA,NA,NA,NA,NA,NA,"150142_007937_073_11_03",20
2022,150142,7937,110,11,3,8,1,"Hombre",23,6,4,6,2,"Sí",3,2,"No","Sí","150142_007937_110_11_03",23
2022,150142,7937,110,11,4,8,1,"Hombre",18,6,4,6,2,"Sí",3,7,"No","Sí","150142_007937_110_11_04",18
2022,150142,7937,130,11,4,8,1,"Hombre",20,6,4,6,1,"No",NA,NA,NA,"No","150142_007937_130_11_04",20
2022,150601,8052,36,11,3,2,3,"Mujer",24,6,4,8,1,"Sí",5,7,"No","Sí","150601_008052_036_11_03",24
2022,150601,8052,36,11,4,2,3,"Hombre",18,6,4,6,2,"Sí",5,7,"No","Sí","150601_008052_036_11_04",18
2022,150601,8052,89,11,3,2,3,"Hombre",18,6,4,6,6,"No",NA,NA,NA,"Sí","150601_008052_089_11_03",18
2022,150505,8102,10,11,3,2,5,"Hombre",20,6,4,7,NA,"Sí",4,2,"No","Sí","150505_008102_010_11_03",20
2022,150505,8102,10,11,5,2,5,"Mujer",28,5,4,8,NA,"Sí",2,NA,"No","Sí","150505_008102_010_11_05",28
2022,150504,8172,1,11,1,2,7,"Hombre",22,5,4,5,2,"No",4,1,"No","Sí","150504_008172_001_11_01",22
2022,150504,8172,178,11,3,2,7,"Hombre",24,6,4,4,1,"Sí",5,7,"No","No","150504_008172_178_11_03",24
2022,150504,8172,179,11,2,2,7,"Hombre",28,6,4,7,NA,"Sí",4,7,"No","Sí","150504_008172_179_11_02",28
2022,150504,8172,179,11,3,2,7,"Mujer",21,6,4,6,1,"Sí",4,2,"No","Sí","150504_008172_179_11_03",21
2022,150504,8172,179,11,4,2,7,"Mujer",19,6,4,6,NA,"Sí",4,7,"No","Sí","150504_008172_179_11_04",19
2022,160113,8240,57,12,2,7,2,"Mujer",28,1,4,5,NA,"No",NA,NA,NA,"No","160113_008240_057_12_02",28
2022,160113,8240,57,22,2,7,2,"Mujer",26,1,4,5,NA,"No",NA,NA,NA,"No","160113_008240_057_22_02",26
2022,160113,8240,142,11,3,7,2,"Hombre",28,1,4,10,NA,"Sí",3,2,"No","Sí","160113_008240_142_11_03",28
2022,160113,8240,142,11,4,7,2,"Mujer",23,1,4,9,6,"No",NA,NA,NA,"Sí","160113_008240_142_11_04",23
2022,170102,8418,65,11,3,7,5,"Hombre",28,6,4,8,NA,"Sí",5,7,"No","Sí","170102_008418_065_11_03",28
2022,170102,8418,65,11,4,7,5,"Hombre",23,6,4,9,6,"No",NA,NA,NA,"Sí","170102_008418_065_11_04",23
2022,170102,8418,65,11,5,7,5,"Mujer",19,6,4,6,NA,"No",NA,NA,NA,"Sí","170102_008418_065_11_05",19
2022,170101,8455,52,11,3,7,7,"Hombre",26,6,4,6,NA,"Sí",4,7,"No","No","170101_008455_052_11_03",26
2022,170101,8455,52,11,4,7,7,"Hombre",19,6,4,5,2,"Sí",4,7,"No","No","170101_008455_052_11_04",19
2022,170101,8455,68,11,1,7,7,"Hombre",18,6,4,6,6,"Sí",4,7,"No","Sí","170101_008455_068_11_01",18
2022,180101,8514,47,11,1,3,3,"Mujer",25,6,4,11,NA,"Sí",3,2,"Sí","Sí","180101_008514_047_11_01",25
2022,190113,8620,19,11,2,5,3,"Mujer",21,6,4,9,6,"No",NA,NA,NA,"Sí","190113_008620_019_11_02",21
2022,190113,8620,34,11,5,5,3,"Mujer",24,6,4,10,3,"No",NA,NA,NA,"Sí","190113_008620_034_11_05",24
2022,190113,8620,49,11,2,5,3,"Mujer",18,6,4,6,3,"Sí",2,NA,"No","No","190113_008620_049_11_02",18
2022,190113,8620,109,11,3,5,3,"Hombre",27,6,4,9,NA,"Sí",2,NA,"No","Sí","190113_008620_109_11_03",27
2022,190113,8620,109,11,4,5,3,"Hombre",24,6,4,10,3,"Sí",3,2,"No","Sí","190113_008620_109_11_04",24
NA,190113,8620,121,11,4,5,3,"Hombre",18,6,NA,NA,NA,NA,NA,NA,NA,NA,"190113_008620_121_11_04",18
2022,200601,8838,48,11,3,1,2,"Mujer",25,6,4,9,NA,"Sí",3,7,"No","Sí","200601_008838_048_11_03",25
2022,200601,8838,66,11,4,1,2,"Mujer",20,6,4,9,6,"Sí",2,NA,"No","Sí","200601_008838_066_11_04",20
2022,200601,8838,117,11,2,1,2,"Mujer",21,1,4,6,10,"No",NA,NA,NA,"Sí","200601_008838_117_11_02",21
2022,200605,8858,12,11,3,1,4,"Hombre",23,6,4,9,6,"Sí",3,2,"No","No","200605_008858_012_11_03",23
2022,200605,8858,22,11,4,1,4,"Mujer",25,1,4,6,NA,"No",NA,NA,NA,"Sí","200605_008858_022_11_04",25
2022,200605,8858,35,11,2,1,4,"Hombre",19,6,4,6,2,"Sí",5,7,"No","No","200605_008858_035_11_02",19
2022,200605,8858,83,11,3,1,4,"Hombre",20,6,4,6,11,"Sí",4,7,"No","No","200605_008858_083_11_03",20
2022,200605,8858,105,11,4,1,4,"Mujer",23,5,4,6,10,"No",NA,NA,NA,"Sí","200605_008858_105_11_04",23
2022,200110,8862,19,11,3,1,4,"Hombre",19,6,4,6,2,"No",NA,NA,NA,"No","200110_008862_019_11_03",19
2022,200110,8862,19,11,7,1,4,"Mujer",28,6,4,8,NA,"Sí",4,2,"No","No","200110_008862_019_11_07",28
2022,200110,8862,52,11,3,1,4,"Mujer",24,6,4,9,NA,"No",NA,NA,NA,"No","200110_008862_052_11_03",24
2022,200110,8862,52,11,4,1,4,"Hombre",23,6,4,6,1,"Sí",3,7,"No","No","200110_008862_052_11_04",23
2022,200110,8862,105,11,3,1,4,"Hombre",26,6,4,5,NA,"Sí",2,NA,"No","Sí","200110_008862_105_11_03",26
2022,200110,8862,124,11,1,1,4,"Mujer",25,5,4,6,NA,"Sí",2,NA,"Sí","No","200110_008862_124_11_01",25
2022,200405,8954,4,11,3,1,8,"Mujer",18,6,4,6,3,"Sí",5,7,"No","No","200405_008954_004_11_03",18
2022,200406,8956,19,11,1,1,7,"Hombre",27,6,4,6,NA,"Sí",4,7,"Sí","No","200406_008956_019_11_01",27
2022,200406,8956,20,11,3,1,7,"Mujer",20,6,4,6,1,"Sí",5,7,"No","No","200406_008956_020_11_03",20
2022,211101,9015,99,11,4,6,2,"Hombre",25,6,4,10,NA,"Sí",3,5,"No","No","211101_009015_099_11_04",25
2022,211101,9073,3,11,3,6,8,"Hombre",24,6,4,7,2,"Sí",4,7,"No","No","211101_009073_003_11_03",24
2022,211101,9073,186,11,3,6,8,"Mujer",20,6,4,6,1,"Sí",5,7,"No","No","211101_009073_186_11_03",20
2022,211101,9073,186,11,4,6,8,"Mujer",20,6,4,6,1,"Sí",5,7,"No","No","211101_009073_186_11_04",20
2022,220801,9163,17,11,3,7,5,"Hombre",23,6,4,8,2,"Sí",2,NA,"No","Sí","220801_009163_017_11_03",23
2022,220801,9163,27,11,3,7,5,"Hombre",18,6,4,9,6,"Sí",4,7,"No","Sí","220801_009163_027_11_03",18
2022,220801,9163,51,11,2,7,5,"Mujer",25,6,4,10,NA,"No",NA,NA,NA,"Sí","220801_009163_051_11_02",25
2022,220801,9163,124,11,3,7,5,"Hombre",22,6,4,8,3,"Sí",4,7,"No","Sí","220801_009163_124_11_03",22
2022,220910,9221,122,11,2,7,2,"Mujer",20,6,4,6,2,"Sí",5,7,"Sí","Sí","220910_009221_122_11_02",20
2022,220601,9258,11,11,3,7,4,"Hombre",20,6,4,6,11,"Sí",5,7,"No","Sí","220601_009258_011_11_03",20
2022,220601,9258,68,11,2,7,4,"Mujer",19,6,4,9,6,"Sí",3,7,"No","Sí","220601_009258_068_11_02",19
2022,230102,9323,23,11,2,3,2,"Hombre",21,6,4,9,6,"No",NA,NA,NA,"No","230102_009323_023_11_02",21
2022,230104,9331,67,11,1,3,2,"Hombre",24,1,4,9,1,"Sí",3,7,"No","Sí","230104_009331_067_11_01",24
2022,230101,9363,42,11,3,3,2,"Hombre",20,6,4,6,1,"Sí",3,7,"No","Sí","230101_009363_042_11_03",20
2022,230101,9363,103,11,3,3,2,"Mujer",25,6,4,8,NA,"Sí",5,7,"No","Sí","230101_009363_103_11_03",25
2022,230110,9398,20,11,1,3,2,"Mujer",26,1,4,6,NA,"No",NA,NA,NA,"Sí","230110_009398_020_11_01",26
2022,230110,9398,20,11,2,3,2,"Hombre",25,1,4,6,NA,"Sí",4,7,"No","Sí","230110_009398_020_11_02",25
2022,230110,9398,20,11,3,3,2,"Hombre",18,6,4,6,2,"Sí",4,7,"No","Sí","230110_009398_020_11_03",18
2022,230110,9398,60,11,3,3,2,"Mujer",22,6,4,9,6,"Sí",3,5,"Sí","Sí","230110_009398_060_11_03",22
